date,price_eur_mwh
2022-03-14,310.40833333333336
2022-03-15,301.5370833333333
2022-03-16,286.60375
2022-03-17,268.3691666666667
2022-03-18,246.92125
2022-03-19,234.40625
2022-03-20,236.40041666666664
2022-03-21,249.3829166666667
2022-03-22,249.52333333333334
2022-03-23,241.65458333333333
2022-03-24,246.42125
2022-03-25,265.78291666666667
2022-03-26,233.40333333333334
2022-03-27,196.91521739130437
2022-03-28,247.1975
2022-03-29,253.5725
2022-03-30,283.12583333333333
2022-03-31,300.42083333333335
2022-04-01,327.9266666666667
2022-04-02,312.02416666666664
2022-04-03,311.8975
2022-04-04,349.3866666666667
2022-04-05,310.20666666666665
2022-04-06,274.9925
2022-04-07,227.90083333333334
2022-04-08,243.90416666666667
2022-04-09,241.69041666666666
2022-04-10,201.33916666666667
2022-04-11,243.39499999999998
2022-04-12,238.9025
2022-04-13,243.70916666666668
2022-04-14,230.17499999999998
2022-04-15,194.0666666666667
2022-04-16,151.0275
2022-04-17,119.05874999999999
2022-04-18,119.77041666666666
2022-04-19,208.13625000000002
2022-04-20,209.66708333333335
2022-04-21,197.30791666666667
2022-04-22,191.95916666666668
2022-04-23,157.58625
2022-04-24,152.67333333333332
2022-04-25,217.53
2022-04-26,244.7825
2022-04-27,229.79375000000002
2022-04-28,245.97708333333333
2022-04-29,225.57000000000002
2022-04-30,202.2770833333333
2022-05-01,187.81458333333333
2022-05-02,229.35166666666666
2022-05-03,218.53958333333333
2022-05-04,227.14583333333334
2022-05-05,236.12125
2022-05-06,228.67583333333334
2022-05-07,197.54166666666666
2022-05-08,174.00041666666667
2022-05-09,220.82416666666666
2022-05-10,213.0616666666667
2022-05-11,197.5225
2022-05-12,202.13958333333335
2022-05-13,208.54083333333332
2022-05-14,182.94041666666666
2022-05-15,151.14208333333332
2022-05-16,200.67416666666668
2022-05-17,227.85333333333332
2022-05-18,207.35125000000002
2022-05-19,211.33624999999998
2022-05-20,206.77374999999998
2022-05-21,173.69625
2022-05-22,170.64041666666665
2022-05-23,185.92458333333332
2022-05-24,177.80291666666668
2022-05-25,182.9825
2022-05-26,159.1075
2022-05-27,168.63333333333333
2022-05-28,155.77916666666667
2022-05-29,162.05125
2022-05-30,221.2175
2022-05-31,221.9025
2022-06-01,215.72
2022-06-02,197.97708333333333
2022-06-03,195.48666666666668
2022-06-04,175.09375
2022-06-05,171.92
2022-06-06,171.60166666666666
2022-06-07,197.73749999999998
2022-06-08,192.04458333333332
2022-06-09,185.89916666666667
2022-06-10,194.99333333333334
2022-06-11,173.88666666666666
2022-06-12,166.4275
2022-06-13,205.13375
2022-06-14,215.65625
2022-06-15,220.64666666666668
2022-06-16,247.32500000000002
2022-06-17,311.28416666666664
2022-06-18,288.55
2022-06-19,265.8908333333333
2022-06-20,299.4633333333333
2022-06-21,331.19666666666666
