temperature_2m_mean,temperature_2m_max,temperature_2m_min,precipitation_sum,windspeed_10m_max,shortwave_radiation_sum,cloudcover_mean,sunshine_duration,date,city,season
8.0,9.5,6.1,15.2,6.0,3.52,100,0.0,2021-04-11,Basel,Spring
8.3,10.5,6.2,14.6,15.0,6.5,89,12645.87,2021-04-12,Basel,Spring
7.6,11.7,4.5,0.0,16.8,24.83,8,46800.0,2021-04-13,Basel,Spring
7.1,12.1,1.3,1.0,10.3,21.93,31,46800.0,2021-04-14,Basel,Spring
5.7,8.7,3.1,8.9,6.5,12.96,91,25470.46,2021-04-15,Basel,Spring
7.3,11.3,3.3,1.5,5.0,17.91,77,42425.41,2021-04-16,Basel,Spring
8.9,14.0,3.0,0.0,9.9,21.39,36,46800.0,2021-04-17,Basel,Spring
9.0,13.0,5.6,0.0,8.1,20.2,23,46149.11,2021-04-18,Basel,Spring
10.3,15.0,5.5,0.0,10.1,21.59,66,46800.0,2021-04-19,Basel,Spring
11.1,17.5,4.0,0.0,7.2,22.72,17,46800.0,2021-04-20,Basel,Spring
10.4,14.7,5.7,3.6,10.8,16.3,69,36872.38,2021-04-21,Basel,Spring
12.8,18.1,6.0,0.0,6.2,24.38,5,46800.0,2021-04-22,Basel,Spring
13.1,18.9,6.4,0.0,7.3,24.35,4,46916.41,2021-04-23,Basel,Spring
15.0,20.0,9.6,0.0,7.4,21.47,34,46800.0,2021-04-24,Basel,Spring
15.4,21.7,8.7,0.0,9.0,23.74,32,47167.17,2021-04-25,Basel,Spring
13.3,16.2,11.0,8.0,7.4,8.31,100,4694.31,2021-04-26,Basel,Spring
11.6,13.6,10.0,2.8,6.4,8.85,100,3970.54,2021-04-27,Basel,Spring
12.2,15.6,10.5,3.6,8.4,11.0,92,17376.95,2021-04-28,Basel,Spring
12.4,13.8,11.0,14.5,3.9,4.15,99,0.0,2021-04-29,Basel,Spring
12.9,14.6,11.2,22.2,4.6,7.61,96,9149.6,2021-04-30,Basel,Spring
12.7,14.5,11.1,40.5,8.4,4.24,98,2013.58,2021-05-01,Basel,Spring
12.9,17.6,9.5,1.8,15.5,22.54,62,45413.76,2021-05-02,Basel,Spring
12.2,16.9,6.5,0.2,10.5,26.47,12,49282.67,2021-05-03,Basel,Spring
12.1,15.6,8.1,4.3,7.7,14.32,76,34924.0,2021-05-04,Basel,Spring
12.8,17.6,9.7,1.7,10.7,16.0,59,32490.95,2021-05-05,Basel,Spring
12.1,15.8,7.0,5.3,10.6,14.19,73,30927.09,2021-05-06,Basel,Spring
14.6,20.7,8.8,0.1,14.2,24.52,28,48821.97,2021-05-07,Basel,Spring
13.0,17.6,7.4,0.0,8.7,15.54,59,30026.5,2021-05-08,Basel,Spring
14.3,18.6,8.3,0.9,10.8,17.31,66,36695.44,2021-05-09,Basel,Spring
14.9,17.2,12.6,24.2,6.3,8.85,96,9747.77,2021-05-10,Basel,Spring
13.7,16.0,11.9,29.3,7.0,4.49,100,325.34,2021-05-11,Basel,Spring
14.9,20.4,7.6,0.5,11.6,23.97,53,49264.8,2021-05-12,Basel,Spring
15.0,20.7,9.1,0.0,9.0,24.18,36,50573.34,2021-05-13,Basel,Spring
13.5,18.2,8.3,0.5,9.4,22.64,50,43670.0,2021-05-14,Basel,Spring
12.3,15.6,7.5,2.0,5.6,14.4,77,18144.71,2021-05-15,Basel,Spring
13.5,16.5,8.5,2.3,6.9,12.56,82,19058.29,2021-05-16,Basel,Spring
15.0,20.3,8.2,0.1,10.6,27.96,4,52295.86,2021-05-17,Basel,Spring
15.1,20.5,9.1,0.0,11.0,24.01,55,38811.12,2021-05-18,Basel,Spring
14.6,19.0,9.9,0.0,11.9,26.12,22,52612.71,2021-05-19,Basel,Spring
14.6,20.5,8.6,0.0,10.9,28.66,28,49985.32,2021-05-20,Basel,Spring
13.9,17.9,9.3,3.1,10.0,14.99,88,25456.38,2021-05-21,Basel,Spring
13.6,15.8,11.6,25.5,8.0,10.29,93,13392.54,2021-05-22,Basel,Spring
16.4,21.4,12.0,3.0,7.7,24.57,73,44477.14,2021-05-23,Basel,Spring
13.1,15.2,11.8,16.5,5.4,3.9,98,0.0,2021-05-24,Basel,Spring
15.4,19.9,10.7,0.1,13.6,27.73,25,50148.22,2021-05-25,Basel,Spring
14.1,18.4,8.2,0.0,9.0,20.83,30,52824.0,2021-05-26,Basel,Spring
16.5,21.4,10.6,0.0,9.0,25.16,26,53864.47,2021-05-27,Basel,Spring
17.0,21.8,10.6,0.0,9.7,23.43,32,41327.18,2021-05-28,Basel,Spring
18.0,22.7,13.7,0.0,8.9,21.15,42,45634.45,2021-05-29,Basel,Spring
17.2,20.9,11.9,0.0,8.5,20.76,35,53281.93,2021-05-30,Basel,Spring
17.8,21.1,15.1,0.0,7.4,21.61,48,41988.81,2021-05-31,Basel,Spring
18.1,22.1,12.6,0.2,8.2,23.39,28,53071.56,2021-06-01,Basel,Summer
18.0,21.0,15.7,2.9,5.2,14.67,78,23391.63,2021-06-02,Basel,Summer
19.8,24.6,14.2,0.0,7.7,25.64,40,51819.97,2021-06-03,Basel,Summer
21.0,25.6,16.2,0.1,7.4,22.31,55,50608.08,2021-06-04,Basel,Summer
20.2,23.8,16.4,0.4,7.3,20.98,37,51664.54,2021-06-05,Basel,Summer
20.0,25.0,13.9,0.1,7.9,24.5,33,50400.0,2021-06-06,Basel,Summer
19.3,23.0,15.6,0.7,6.9,19.6,75,48451.77,2021-06-07,Basel,Summer
19.9,22.4,16.7,1.8,8.6,19.33,75,52682.77,2021-06-08,Basel,Summer
21.1,26.2,16.0,0.0,6.4,22.35,79,46729.65,2021-06-09,Basel,Summer
20.7,25.7,15.3,1.1,7.3,25.49,35,48839.41,2021-06-10,Basel,Summer
20.8,25.6,15.1,2.7,7.2,25.19,33,52683.6,2021-06-11,Basel,Summer
22.5,28.7,15.2,0.0,8.4,27.4,48,50400.0,2021-06-12,Basel,Summer
26.0,32.6,19.1,0.0,10.9,29.25,11,54000.0,2021-06-13,Basel,Summer
24.3,28.7,17.5,0.0,8.8,28.43,4,54000.0,2021-06-14,Basel,Summer
23.0,26.8,20.5,0.0,7.3,22.12,58,43865.0,2021-06-15,Basel,Summer
23.4,27.2,19.6,0.9,5.2,17.38,88,38452.37,2021-06-16,Basel,Summer
23.4,27.7,19.8,6.2,6.6,18.44,83,41848.3,2021-06-17,Basel,Summer
25.1,29.4,20.6,0.1,9.5,27.25,55,48265.93,2021-06-18,Basel,Summer
25.8,30.7,19.0,0.0,9.0,25.76,82,44704.67,2021-06-19,Basel,Summer
23.6,28.7,19.2,6.3,12.3,18.25,87,25444.7,2021-06-20,Basel,Summer
20.7,25.2,17.7,15.5,9.1,14.89,69,30025.21,2021-06-21,Basel,Summer
19.7,22.2,17.1,6.9,9.8,13.78,67,28700.22,2021-06-22,Basel,Summer
20.3,26.1,16.8,8.3,7.6,19.06,53,37621.64,2021-06-23,Basel,Summer
20.0,25.5,15.4,4.4,8.6,22.58,51,49784.98,2021-06-24,Basel,Summer
20.7,25.8,14.4,0.1,7.6,26.82,23,54000.0,2021-06-25,Basel,Summer
21.9,26.2,16.1,1.4,7.0,22.96,31,53089.77,2021-06-26,Basel,Summer
22.7,27.0,17.9,0.6,8.4,22.17,70,52824.4,2021-06-27,Basel,Summer
22.6,29.0,18.6,6.8,9.1,20.65,68,47481.98,2021-06-28,Basel,Summer
19.9,22.3,17.7,31.1,10.2,18.19,66,46333.19,2021-06-29,Basel,Summer
20.5,25.0,15.0,4.3,8.4,25.68,45,52311.45,2021-06-30,Basel,Summer
22.0,26.7,16.8,0.0,9.6,27.92,18,54000.0,2021-07-01,Basel,Summer
22.2,27.3,16.7,0.0,8.0,28.32,38,52070.84,2021-07-02,Basel,Summer
22.1,25.1,19.0,1.0,7.4,15.41,87,28721.91,2021-07-03,Basel,Summer
19.6,22.5,16.3,31.3,9.0,10.6,73,19430.24,2021-07-04,Basel,Summer
21.7,26.6,15.3,0.0,10.3,26.25,59,50400.0,2021-07-05,Basel,Summer
22.5,27.7,18.8,1.5,8.8,19.19,56,38983.62,2021-07-06,Basel,Summer
21.6,25.3,19.0,17.4,7.6,16.88,68,45698.73,2021-07-07,Basel,Summer
19.5,21.2,16.8,88.6,10.0,13.18,89,22864.62,2021-07-08,Basel,Summer
20.8,26.8,13.9,0.2,9.6,28.45,18,54000.0,2021-07-09,Basel,Summer
22.2,26.8,16.6,2.6,7.6,26.42,29,53745.06,2021-07-10,Basel,Summer
22.5,27.5,16.2,4.3,7.2,27.82,13,54000.0,2021-07-11,Basel,Summer
22.4,27.5,17.8,6.6,10.2,19.77,57,38277.07,2021-07-12,Basel,Summer
18.5,20.4,15.6,74.2,11.3,8.14,85,10072.8,2021-07-13,Basel,Summer
18.6,21.7,13.9,5.0,9.7,22.0,79,45016.76,2021-07-14,Basel,Summer
19.4,22.2,16.8,6.0,7.4,16.17,75,38203.57,2021-07-15,Basel,Summer
20.5,24.6,15.9,0.4,5.6,23.32,78,45861.92,2021-07-16,Basel,Summer
23.5,29.4,16.9,0.0,13.1,25.46,61,53432.09,2021-07-17,Basel,Summer
25.3,31.7,19.4,0.0,12.3,23.45,41,51325.49,2021-07-18,Basel,Summer
24.7,29.6,18.6,0.0,11.0,26.21,9,54000.0,2021-07-19,Basel,Summer
24.6,29.3,19.7,0.0,10.9,25.21,18,54000.0,2021-07-20,Basel,Summer
24.4,28.2,20.8,0.7,7.7,20.09,60,46494.64,2021-07-21,Basel,Summer
23.9,27.8,19.6,13.3,8.9,21.34,35,53920.6,2021-07-22,Basel,Summer
24.2,28.0,20.2,3.9,9.5,21.82,58,51569.35,2021-07-23,Basel,Summer
21.9,27.3,19.6,14.4,8.6,9.05,93,8814.91,2021-07-24,Basel,Summer
20.3,23.2,18.6,38.5,7.5,11.33,89,19252.42,2021-07-25,Basel,Summer
20.1,21.9,17.8,37.7,9.8,13.26,88,29628.44,2021-07-26,Basel,Summer
20.8,23.6,18.6,63.9,5.4,12.82,91,26421.92,2021-07-27,Basel,Summer
20.3,22.4,18.3,51.8,7.2,9.34,75,22042.59,2021-07-28,Basel,Summer
22.4,26.8,17.1,0.3,6.9,19.44,31,48781.91,2021-07-29,Basel,Summer
23.8,27.0,19.8,0.2,8.4,20.61,60,49197.23,2021-07-30,Basel,Summer
20.7,25.4,18.5,63.7,9.5,16.52,78,35022.72,2021-07-31,Basel,Summer
20.0,23.4,17.2,10.0,13.6,17.31,53,42463.37,2021-08-01,Basel,Summer
20.2,24.0,15.8,2.2,8.2,22.11,41,50096.57,2021-08-02,Basel,Summer
18.7,20.8,16.4,26.1,6.6,8.05,79,12932.89,2021-08-03,Basel,Summer
19.1,21.1,18.0,57.4,7.4,6.85,97,14981.0,2021-08-04,Basel,Summer
21.3,25.6,15.2,0.0,7.6,22.91,39,45961.15,2021-08-05,Basel,Summer
22.0,24.9,17.7,0.6,6.0,20.36,28,48569.56,2021-08-06,Basel,Summer
20.7,22.6,18.6,18.5,12.3,9.03,91,12885.18,2021-08-07,Basel,Summer
20.6,24.8,17.2,6.4,7.1,21.1,37,48355.07,2021-08-08,Basel,Summer
21.4,24.9,17.3,3.5,7.4,18.3,49,47073.06,2021-08-09,Basel,Summer
23.5,27.2,18.4,0.0,7.2,21.88,26,47442.7,2021-08-10,Basel,Summer
24.5,29.7,19.0,0.0,6.9,23.67,10,47870.41,2021-08-11,Basel,Summer
25.2,29.7,19.7,0.0,7.2,22.76,26,47172.63,2021-08-12,Basel,Summer
26.4,31.1,20.6,0.4,8.2,23.7,46,46972.76,2021-08-13,Basel,Summer
26.6,30.8,22.4,0.1,6.9,21.56,15,46890.03,2021-08-14,Basel,Summer
25.7,29.8,21.8,3.6,5.9,20.02,34,46924.11,2021-08-15,Basel,Summer
22.5,25.9,19.6,20.5,9.2,16.66,46,43629.71,2021-08-16,Basel,Summer
22.6,27.5,19.1,0.0,15.1,23.82,51,46800.0,2021-08-17,Basel,Summer
21.4,24.7,16.6,0.6,8.1,21.17,26,46800.0,2021-08-18,Basel,Summer
21.7,24.8,18.7,0.0,6.1,15.0,50,29978.47,2021-08-19,Basel,Summer
22.8,26.1,20.2,0.1,6.5,18.22,36,39968.88,2021-08-20,Basel,Summer
22.4,26.9,17.0,0.0,8.4,19.42,36,46800.0,2021-08-21,Basel,Summer
22.3,27.1,19.5,11.1,7.4,14.39,71,38728.91,2021-08-22,Basel,Summer
22.8,27.7,19.2,0.1,10.5,22.01,13,46800.0,2021-08-23,Basel,Summer
20.7,24.9,16.4,3.6,7.2,18.67,27,45919.83,2021-08-24,Basel,Summer
19.9,22.7,17.3,4.4,6.8,15.44,49,36362.52,2021-08-25,Basel,Summer
20.3,25.1,16.3,0.0,7.9,21.44,22,45558.22,2021-08-26,Basel,Summer
20.0,23.4,16.6,0.2,9.8,19.41,35,46800.0,2021-08-27,Basel,Summer
18.4,22.2,15.0,0.4,8.9,20.46,33,46800.0,2021-08-28,Basel,Summer
18.7,22.9,13.8,0.0,10.7,20.5,10,46800.0,2021-08-29,Basel,Summer
19.2,23.7,14.3,0.0,6.4,20.38,23,46800.0,2021-08-30,Basel,Summer
19.3,22.9,15.4,0.0,6.9,19.95,13,46781.09,2021-08-31,Basel,Summer
20.6,25.0,14.9,0.0,7.1,20.71,10,46669.25,2021-09-01,Basel,Autumn
20.8,23.6,16.4,1.3,5.9,16.15,41,44797.39,2021-09-02,Basel,Autumn
21.1,23.9,18.0,0.4,4.8,15.8,46,42661.23,2021-09-03,Basel,Autumn
20.4,24.0,16.2,0.1,5.0,16.38,50,44178.88,2021-09-04,Basel,Autumn
20.3,25.0,15.8,0.3,5.6,16.64,22,45708.94,2021-09-05,Basel,Autumn
21.2,25.3,17.0,4.6,6.6,18.29,33,45404.27,2021-09-06,Basel,Autumn
21.6,25.2,16.4,0.0,5.7,16.06,51,43122.91,2021-09-07,Basel,Autumn
21.9,24.4,20.1,0.2,5.2,12.59,73,28289.15,2021-09-08,Basel,Autumn
21.4,23.9,18.9,0.1,4.9,16.73,38,44893.77,2021-09-09,Basel,Autumn
21.3,23.3,18.4,0.1,5.6,10.17,82,22174.69,2021-09-10,Basel,Autumn
21.3,26.1,17.7,0.6,7.2,17.54,46,43533.01,2021-09-11,Basel,Autumn
22.3,26.1,18.4,0.1,7.4,16.65,22,43847.53,2021-09-12,Basel,Autumn
22.3,26.9,17.7,0.0,8.9,16.08,48,43199.09,2021-09-13,Basel,Autumn
22.2,25.9,17.9,0.2,6.7,13.08,81,30715.54,2021-09-14,Basel,Autumn
20.2,22.0,19.1,19.9,10.3,5.61,96,5018.73,2021-09-15,Basel,Autumn
19.6,21.4,17.8,27.6,5.4,7.27,98,9657.27,2021-09-16,Basel,Autumn
20.7,25.7,15.9,1.1,9.2,16.91,55,40750.18,2021-09-17,Basel,Autumn
19.6,21.7,17.6,2.0,4.6,7.24,79,17414.06,2021-09-18,Basel,Autumn
16.6,19.5,12.2,61.4,12.4,3.46,90,3600.0,2021-09-19,Basel,Autumn
16.7,20.3,12.3,0.0,9.4,6.34,82,2617.14,2021-09-20,Basel,Autumn
17.3,19.3,14.4,0.2,9.9,13.76,37,40894.61,2021-09-21,Basel,Autumn
17.0,21.1,12.6,0.0,6.6,15.46,68,35201.66,2021-09-22,Basel,Autumn
17.1,19.1,14.3,0.8,4.8,8.01,69,11791.39,2021-09-23,Basel,Autumn
16.8,21.8,12.4,0.0,8.1,17.14,37,40022.79,2021-09-24,Basel,Autumn
17.8,21.6,13.7,2.4,7.3,8.82,81,20878.53,2021-09-25,Basel,Autumn
18.4,20.1,15.7,7.5,5.6,5.25,89,4569.5,2021-09-26,Basel,Autumn
18.3,22.7,14.9,0.0,6.6,15.11,56,39600.0,2021-09-27,Basel,Autumn
18.5,23.4,13.8,6.5,6.1,13.77,76,37823.88,2021-09-28,Basel,Autumn
19.0,23.2,16.6,38.4,7.7,12.84,53,37967.35,2021-09-29,Basel,Autumn
17.1,20.2,13.8,0.9,12.3,10.4,48,33742.36,2021-09-30,Basel,Autumn
16.9,18.1,15.6,1.1,5.0,6.9,79,23414.24,2021-10-01,Basel,Autumn
16.6,18.4,15.1,1.3,4.8,6.09,89,7892.04,2021-10-02,Basel,Autumn
16.4,17.5,15.2,19.7,7.9,3.14,98,0.0,2021-10-03,Basel,Autumn
16.7,18.5,16.0,67.0,7.1,1.76,99,0.0,2021-10-04,Basel,Autumn
15.6,17.1,14.8,44.4,4.4,4.34,88,7895.24,2021-10-05,Basel,Autumn
14.7,17.7,11.9,0.5,15.6,12.63,30,39004.63,2021-10-06,Basel,Autumn
14.3,19.4,11.0,0.0,12.2,14.98,15,39165.77,2021-10-07,Basel,Autumn
14.3,18.0,9.9,0.0,7.6,14.46,33,38664.64,2021-10-08,Basel,Autumn
12.9,14.7,10.8,1.1,6.5,5.38,73,9680.76,2021-10-09,Basel,Autumn
12.3,14.9,8.6,0.0,4.2,12.02,50,33843.9,2021-10-10,Basel,Autumn
12.5,18.6,6.1,0.0,5.8,14.43,41,36815.9,2021-10-11,Basel,Autumn
13.1,17.5,8.3,0.0,7.5,12.19,53,33034.84,2021-10-12,Basel,Autumn
12.2,17.9,7.0,0.0,13.0,14.1,18,37952.79,2021-10-13,Basel,Autumn
10.2,14.9,4.1,0.0,6.2,13.45,17,36098.69,2021-10-14,Basel,Autumn
10.7,15.5,6.3,0.0,5.6,13.07,68,34312.19,2021-10-15,Basel,Autumn
12.6,18.3,7.0,0.0,7.5,12.83,38,36062.45,2021-10-16,Basel,Autumn
11.9,17.1,6.6,0.0,6.4,12.84,43,34405.67,2021-10-17,Basel,Autumn
12.3,17.5,7.2,0.0,5.5,12.61,73,34851.03,2021-10-18,Basel,Autumn
12.8,17.4,8.9,0.8,4.6,9.27,85,28834.42,2021-10-19,Basel,Autumn
12.5,16.6,8.2,2.8,6.4,7.14,100,19868.14,2021-10-20,Basel,Autumn
14.0,16.8,10.1,9.3,8.2,6.38,66,19781.13,2021-10-21,Basel,Autumn
11.9,18.0,6.8,0.0,8.4,12.1,22,36054.93,2021-10-22,Basel,Autumn
11.7,17.0,6.7,0.0,8.4,11.67,25,36000.0,2021-10-23,Basel,Autumn
11.3,15.4,7.3,0.0,6.0,10.08,60,34717.98,2021-10-24,Basel,Autumn
10.9,13.4,7.8,0.0,4.9,5.62,65,14400.0,2021-10-25,Basel,Autumn
10.0,15.7,5.2,0.0,5.6,11.01,40,32437.87,2021-10-26,Basel,Autumn
11.8,17.3,6.6,0.0,6.8,11.1,34,35802.92,2021-10-27,Basel,Autumn
11.2,17.0,6.7,0.0,5.2,11.03,31,35717.12,2021-10-28,Basel,Autumn
10.8,16.0,5.9,0.0,6.1,9.26,100,29700.56,2021-10-29,Basel,Autumn
11.5,12.5,10.0,1.6,4.6,2.01,99,0.0,2021-10-30,Basel,Autumn
11.4,12.5,10.6,2.2,3.8,1.13,100,0.0,2021-10-31,Basel,Autumn
10.1,11.1,7.7,23.0,6.1,0.58,81,0.0,2021-11-01,Basel,Autumn
10.5,15.6,4.9,0.8,9.8,9.8,60,33356.07,2021-11-02,Basel,Autumn
8.2,9.3,7.2,50.5,10.1,1.0,100,0.0,2021-11-03,Basel,Autumn
8.8,12.7,5.0,10.2,9.8,6.93,56,24997.66,2021-11-04,Basel,Autumn
7.0,13.5,2.2,0.0,8.6,10.09,10,33631.91,2021-11-05,Basel,Autumn
7.6,12.8,2.6,0.0,9.2,10.05,13,33234.27,2021-11-06,Basel,Autumn
7.4,13.5,1.3,0.0,8.7,9.86,37,33204.96,2021-11-07,Basel,Autumn
8.9,12.7,4.3,0.0,9.0,9.61,15,34516.7,2021-11-08,Basel,Autumn
8.0,12.8,3.5,0.0,7.3,8.43,54,29141.44,2021-11-09,Basel,Autumn
11.6,15.4,8.4,0.1,5.8,4.81,91,9686.93,2021-11-10,Basel,Autumn
12.6,16.8,9.1,0.0,6.2,8.05,89,28729.04,2021-11-11,Basel,Autumn
12.3,16.9,8.5,0.0,9.8,8.61,46,32707.9,2021-11-12,Basel,Autumn
9.7,14.0,5.8,2.5,5.9,5.12,75,21180.56,2021-11-13,Basel,Autumn
9.8,11.0,8.8,16.1,6.6,1.64,97,0.0,2021-11-14,Basel,Autumn
10.7,12.2,7.6,1.7,6.6,1.31,100,0.0,2021-11-15,Basel,Autumn
10.6,11.9,8.3,1.9,4.5,4.37,94,11296.44,2021-11-16,Basel,Autumn
10.1,12.1,6.5,2.5,5.7,3.07,95,6965.94,2021-11-17,Basel,Autumn
9.8,15.3,5.5,0.0,6.7,7.71,79,30949.51,2021-11-18,Basel,Autumn
9.1,12.9,4.3,0.0,4.6,7.87,51,31403.07,2021-11-19,Basel,Autumn
10.8,15.6,6.6,0.0,6.3,7.9,15,31442.85,2021-11-20,Basel,Autumn
7.3,11.9,2.4,6.0,5.9,6.54,84,25200.0,2021-11-21,Basel,Autumn
9.0,10.8,8.1,13.4,5.4,1.12,100,0.0,2021-11-22,Basel,Autumn
9.2,10.9,6.1,7.0,5.2,3.16,82,8872.44,2021-11-23,Basel,Autumn
5.9,10.5,2.1,0.0,6.5,6.99,56,31157.82,2021-11-24,Basel,Autumn
6.6,7.6,5.1,11.9,6.9,1.39,100,0.0,2021-11-25,Basel,Autumn
8.2,10.0,6.6,0.1,5.5,7.01,72,29244.56,2021-11-26,Basel,Autumn
6.8,8.9,4.4,6.6,6.1,4.62,62,27261.08,2021-11-27,Basel,Autumn
2.9,6.8,-3.7,17.0,10.9,5.71,64,25293.02,2021-11-28,Basel,Autumn
0.4,6.6,-6.2,0.0,13.9,6.76,59,30977.59,2021-11-29,Basel,Autumn
3.5,7.1,-3.9,0.0,10.2,6.8,63,30127.07,2021-11-30,Basel,Autumn
3.8,8.8,-0.5,1.1,5.5,3.06,85,18000.0,2021-12-01,Basel,Winter
6.3,9.0,4.0,0.2,10.6,5.96,67,29307.34,2021-12-02,Basel,Winter
4.4,8.0,0.7,0.0,13.1,7.22,36,28970.69,2021-12-03,Basel,Winter
3.3,7.2,-0.8,1.0,5.4,5.12,95,20877.22,2021-12-04,Basel,Winter
4.6,9.2,0.6,0.1,8.0,6.52,49,30614.34,2021-12-05,Basel,Winter
3.6,8.6,1.1,0.0,11.9,7.08,18,30831.22,2021-12-06,Basel,Winter
4.5,9.2,-0.4,0.0,8.9,6.83,70,30231.61,2021-12-07,Basel,Winter
2.5,4.8,1.2,24.4,5.6,0.82,99,0.0,2021-12-08,Basel,Winter
3.9,7.9,0.8,0.2,12.1,5.65,58,21822.93,2021-12-09,Basel,Winter
1.1,3.4,-3.9,1.2,6.2,1.65,95,0.0,2021-12-10,Basel,Winter
4.2,10.2,-0.2,0.0,15.5,6.53,21,30526.65,2021-12-11,Basel,Winter
5.8,9.9,2.8,0.0,13.1,6.35,52,29246.09,2021-12-12,Basel,Winter
8.4,14.1,3.3,0.0,8.2,6.24,11,30019.36,2021-12-13,Basel,Winter
7.5,12.3,3.4,0.0,9.2,5.89,57,28512.26,2021-12-14,Basel,Winter
7.9,10.6,3.9,0.0,7.5,6.29,62,29925.62,2021-12-15,Basel,Winter
5.8,9.4,2.8,0.0,3.3,6.52,1,30291.28,2021-12-16,Basel,Winter
5.6,12.6,0.4,0.0,6.0,6.42,22,30450.52,2021-12-17,Basel,Winter
6.7,8.8,4.0,0.0,8.2,6.37,11,30198.08,2021-12-18,Basel,Winter
6.9,12.5,2.1,0.0,8.9,6.54,1,30420.38,2021-12-19,Basel,Winter
7.2,16.0,3.6,0.0,13.3,6.6,15,30412.77,2021-12-20,Basel,Winter
5.5,7.2,3.2,0.0,5.1,1.22,88,0.0,2021-12-21,Basel,Winter
2.6,6.1,-1.6,0.0,4.2,5.25,63,25206.86,2021-12-22,Basel,Winter
2.9,6.7,-0.5,0.0,5.4,5.95,93,22094.25,2021-12-23,Basel,Winter
4.3,7.9,-0.8,0.0,4.5,3.54,96,12376.27,2021-12-24,Basel,Winter
4.6,8.3,0.9,0.0,4.9,4.17,99,13367.27,2021-12-25,Basel,Winter
6.8,10.6,4.0,0.1,7.0,6.07,67,28399.21,2021-12-26,Basel,Winter
5.6,7.9,2.0,1.0,5.6,1.26,99,0.0,2021-12-27,Basel,Winter
6.4,8.9,2.9,1.8,5.7,2.97,92,9249.49,2021-12-28,Basel,Winter
6.8,10.8,2.1,2.0,9.1,2.89,100,3594.55,2021-12-29,Basel,Winter
11.9,17.2,7.0,0.0,8.7,5.9,85,29692.79,2021-12-30,Basel,Winter
9.5,15.8,4.7,0.0,11.2,6.56,6,30653.66,2021-12-31,Basel,Winter
10.0,17.5,4.8,0.0,11.7,6.72,14,30704.39,2022-01-01,Basel,Winter
8.8,13.4,5.4,0.0,7.0,5.54,74,29597.77,2022-01-02,Basel,Winter
6.7,9.9,2.3,0.0,6.3,5.7,94,26883.76,2022-01-03,Basel,Winter
6.2,8.9,2.7,0.0,4.2,1.8,100,1402.3,2022-01-04,Basel,Winter
6.7,11.8,2.3,3.0,17.8,4.53,59,19256.68,2022-01-05,Basel,Winter
4.4,8.4,1.1,0.0,9.6,7.15,6,31033.62,2022-01-06,Basel,Winter
3.0,5.2,-0.1,0.0,6.3,6.16,47,26012.62,2022-01-07,Basel,Winter
2.5,8.6,-3.0,0.0,9.1,6.31,83,30900.31,2022-01-08,Basel,Winter
3.7,8.4,1.0,0.2,9.4,6.78,49,31292.05,2022-01-09,Basel,Winter
2.5,8.6,-2.2,0.0,12.7,7.23,22,31387.29,2022-01-10,Basel,Winter
4.9,9.4,0.5,0.0,11.0,7.5,1,31486.74,2022-01-11,Basel,Winter
2.8,7.6,-2.8,0.0,5.3,7.32,32,31102.83,2022-01-12,Basel,Winter
3.3,8.5,-1.6,0.0,5.2,7.24,33,31556.58,2022-01-13,Basel,Winter
6.6,13.4,0.7,0.0,8.7,7.47,0,31808.6,2022-01-14,Basel,Winter
8.0,14.6,3.5,0.0,9.8,7.48,0,31917.03,2022-01-15,Basel,Winter
6.4,11.3,2.5,0.0,9.1,7.65,0,31954.29,2022-01-16,Basel,Winter
7.0,12.2,3.5,0.0,12.9,7.18,38,31993.86,2022-01-17,Basel,Winter
7.7,12.2,3.1,0.0,9.8,7.76,0,32035.73,2022-01-18,Basel,Winter
5.6,8.8,0.6,0.0,5.4,7.85,3,32079.87,2022-01-19,Basel,Winter
5.3,10.4,0.7,0.0,16.3,8.17,35,32126.24,2022-01-20,Basel,Winter
4.0,8.2,0.4,0.0,10.4,8.37,1,32174.82,2022-01-21,Basel,Winter
4.2,10.5,0.2,0.0,11.2,7.8,31,32225.59,2022-01-22,Basel,Winter
5.8,9.1,3.3,0.0,11.2,8.34,20,32278.55,2022-01-23,Basel,Winter
3.2,9.2,-2.4,0.0,5.9,8.31,36,32334.18,2022-01-24,Basel,Winter
2.1,5.3,0.3,0.0,4.0,6.63,87,28632.81,2022-01-25,Basel,Winter
4.6,8.4,0.1,0.0,4.4,8.69,36,32400.0,2022-01-26,Basel,Winter
6.0,9.7,2.0,0.0,9.4,8.51,84,31347.61,2022-01-27,Basel,Winter
6.8,11.7,2.8,0.0,17.0,9.1,55,32400.0,2022-01-28,Basel,Winter
5.8,11.6,1.7,0.0,10.6,8.96,27,32400.0,2022-01-29,Basel,Winter
9.1,15.1,4.8,0.0,16.2,9.32,5,32499.96,2022-01-30,Basel,Winter
7.2,12.7,3.9,0.1,13.8,7.99,70,32400.0,2022-01-31,Basel,Winter
5.8,9.3,2.7,1.1,21.2,8.94,86,30617.9,2022-02-01,Basel,Winter
8.7,13.8,5.4,1.1,15.6,6.01,89,17978.92,2022-02-02,Basel,Winter
8.9,14.1,3.9,0.0,12.0,8.84,76,32400.0,2022-02-03,Basel,Winter
6.6,11.3,2.5,0.0,5.4,9.73,30,32291.92,2022-02-04,Basel,Winter
